Number,State,State_Code,Organization_Name,Type,Email,Phone,Website,Address,City,Zip_Code,Description
437,Maryland,MD,Lucky Cat Rescue,Rescue,info@luckycatrescue.org,,https://luckycatrescue.org,,Baltimore,21211,Cat rescue organization serving the Baltimore area.
438,Maine,ME,Animal Refuge League of Greater Portland,Humane Society,info@arlgp.org,(207) 854-9771,https://www.arlgp.org,217 Landing Road,Westbrook,04092,"Animal Refuge League of Greater Portland is a nonprofit animal welfare organization providing shelter, care, and adoption services for homeless animals in southern Maine since 1911."
439,Maine,ME,Bangor Humane Society,Humane Society,info@bangorhumane.org,(207) 942-8902,https://www.bangorhumane.org,693 Mt Hope Avenue,Bangor,04401,"Bangor Humane Society is a private, nonprofit organization dedicated to providing quality care and shelter for homeless pets in the greater Bangor region since 1869."
440,Maine,ME,Kennebec Valley Humane Society,Humane Society,kvhumane@roadrunner.com,(207) 626-3491,https://www.kvhumanesociety.com,10 Pet Haven Lane,Augusta,04330,Kennebec Valley Humane Society provides compassionate care and adoption services for homeless cats and dogs in central Maine.
441,Maine,ME,Greater Androscoggin Humane Society,Humane Society,info@gahumane.org,(207) 783-2311,https://www.gahumane.org,55 Strawberry Avenue,Lewiston,04240,"Greater Androscoggin Humane Society is the only open-admission shelter in Androscoggin County, providing shelter and adoption services for companion animals."
442,Maine,ME,Midcoast Humane,Humane Society,info@midcoasthumane.org,(207) 725-5051,https://www.midcoasthumane.org,190 Pleasant Street,Brunswick,04011,"Midcoast Humane provides shelter, care, and adoption services for homeless animals in Sagadahoc, Lincoln, and surrounding counties in coastal Maine."
443,Maine,ME,SPCA of Hancock County,Spca,spcahancockcounty@gmail.com,(207) 667-8088,https://www.spcahancockcounty.org,141 Bar Harbor Road,Trenton,04605,SPCA of Hancock County is a nonprofit shelter providing care and adoption services for homeless animals in the Bar Harbor and Ellsworth areas.
444,Maine,ME,Franklin County Animal Shelter,Shelter,fcas@fcas.me,(207) 778-2638,https://www.fcas.me,550 Industry Road,Farmington,04938,Franklin County Animal Shelter is a nonprofit municipal shelter serving Franklin County communities with animal shelter and adoption services.
445,Maine,ME,HART (Homeless Animal Rescue Team) of Maine,Rescue,hartofme@gmail.com,(207) 865-3638,https://www.hartofme.org,302 US Route One,Freeport,04032,HART of Maine is a nonprofit rescue organization dedicated to rescuing homeless cats and dogs and finding them loving forever homes.
446,Maine,ME,Coastal Humane Society,Humane Society,info@coastalhumanesociety.org,(207) 725-5051,https://www.midcoasthumane.org,30 Range Road,Brunswick,04011,"Now part of Midcoast Humane, Coastal Humane Society continues its mission to provide shelter and care for homeless animals in the midcoast region."
447,Maine,ME,P.A.W.S. Animal Adoption Center,Shelter,pawsadopt@pawsadoption.org,(207) 236-8702,https://www.pawsadoption.org,123 John Street,Camden,04843,"P.A.W.S. Animal Adoption Center is a nonprofit, no-kill shelter serving Knox County and surrounding areas with adoption services for cats and dogs."
448,Maine,ME,Responsible Pet Care of Oxford Hills,Shelter,info@rpc-oh.org,(207) 743-8679,https://www.rpc-oh.org,9 Swallow Road,Paris,04281,"Responsible Pet Care of Oxford Hills is a nonprofit shelter providing animal welfare services including adoption, spay/neuter programs, and community education."
449,Maine,ME,Ark Animal Shelter,Shelter,arkanimalshelter@gmail.com,(207) 384-5798,http://www.arkanimalshelter.org,100 Old Post Road,Cherryfield,04622,"Ark Animal Shelter is a nonprofit shelter serving Washington County, providing care and adoption services for homeless cats and dogs in eastern Maine."
450,Maine,ME,Underhound Railroad,Rescue,info@underhoundrailroad.org,(207) 846-1322,https://www.underhoundrailroad.org,P.O. Box 27,Yarmouth,04096,Underhound Railroad is a nonprofit rescue organization transporting homeless dogs from high-kill shelters in the South to loving homes in Maine and New England.
451,Maine,ME,Sato Heart Rescue,Rescue,info@satoheartrescue.org,(207) 613-9024,https://www.satoheartrescue.org,P.O. Box 2176,South Portland,04116,Sato Heart Rescue is a nonprofit organization rescuing abandoned satos (street dogs) from Puerto Rico and finding them forever homes in Maine.
452,Maine,ME,Central Aroostook Humane Society,Humane Society,info@centralaroostookhumanesociety.org,(207) 764-3441,https://www.centralaroostookhumanesociety.org,24 Cross Street,Presque Isle,04769,Central Aroostook Humane Society provides shelter and adoption services for homeless animals in northern Maine's Aroostook County region.
453,Maine,ME,Harvest Hills Animal Shelter,Shelter,info@harvesthills.org,(207) 582-2765,https://www.harvesthills.org,1389 Lewiston Road,Fayette,04349,Harvest Hills Animal Shelter is a nonprofit organization providing temporary shelter and adoption services for homeless cats and dogs in central Maine.
454,Maine,ME,Passion for Paws,Rescue,passionforpawsmaine@gmail.com,(207) 570-5550,https://www.passionforpawsmaine.org,P.O. Box 1063,Scarborough,04070,Passion for Paws is a foster-based nonprofit rescue organization dedicated to saving homeless dogs and cats in Maine and finding them loving homes.
455,Maine,ME,Almost Home Cat Rescue,Rescue,almosthomemaine@gmail.com,,https://www.facebook.com/almosthomecatrescuemaine,,Portland,,"Almost Home Cat Rescue is a volunteer-run, foster-based nonprofit organization dedicated to rescuing and rehoming homeless cats in southern Maine."
456,Maine,ME,Maine Cat Rescue,Rescue,mainecatrescue@gmail.com,(207) 808-8200,https://www.mainecatrescue.com,,Portland,,"Maine Cat Rescue is a nonprofit, foster-based rescue organization dedicated to saving homeless, abandoned, and feral cats throughout Maine."
457,Maine,ME,Downeast Humane Society,Humane Society,,(207) 667-8531,,667 Main Street,Ellsworth,04605,Downeast Humane Society serves the Ellsworth and Hancock County area with animal welfare services including adoption and community programs.
458,Maine,ME,Waldo County Pet Food Pantry and Humane Society,Humane Society,wcpfp@gmail.com,(207) 589-0892,https://www.waldocountypetfoodpantry.org,,Belfast,04915,Waldo County Pet Food Pantry and Humane Society provides food assistance to pet owners in need and helps homeless animals find forever homes.
459,Maine,ME,Lucky Pup Rescue,Rescue,luckypuprescuemaine@gmail.com,(207) 200-7550,https://www.luckypuprescue.org,,Kennebunk,04043,Lucky Pup Rescue is a nonprofit rescue organization saving dogs from high-kill shelters and transporting them to loving homes in Maine and New England.
460,Maine,ME,New England Lab Rescue,Rescue,info@newenglandlabrescue.org,,https://www.newenglandlabrescue.org,,Portland,,New England Lab Rescue is a nonprofit organization dedicated to rescuing and rehoming Labrador Retrievers and Lab mixes throughout New England including Maine.
461,Maine,ME,Casco Bay Pibble Rescue,Rescue,cascobaypibbles@gmail.com,,https://www.cascobaypibblerescue.org,,Portland,,"Casco Bay Pibble Rescue is a nonprofit organization dedicated to rescuing, rehabilitating, and rehoming pit bulls and bully breeds in Maine."
462,Maine,ME,Maine Greyhound Placement Service,Rescue,info@greyhoundplacement.com,(207) 846-5759,https://www.greyhoundplacement.com,,Cumberland,04021,Maine Greyhound Placement Service is a nonprofit organization dedicated to finding loving homes for retired racing greyhounds in Maine and New England.
463,Maine,ME,Town of Sanford Animal Control,Animal Control,animalcontrol@sanfordmaine.org,(207) 324-9813,https://www.sanfordmaine.org/animal-control,919 Main Street,Sanford,04073,"Town of Sanford Animal Control provides municipal animal control services including stray animal intake, lost and found pets, and adoption services."
464,Maine,ME,City of Portland Animal Refuge League,Animal Control,,(207) 874-8575,https://www.portlandmaine.gov/317/Animal-Control,109 Hanover Street,Portland,04101,"Portland Animal Control provides municipal animal services for the City of Portland, working with local rescues to help homeless animals find homes."
465,Maine,ME,Hearts & Tails Animal Alliance,Rescue,info@heartsandtailsmaine.org,(207) 899-7174,https://www.heartsandtailsmaine.org,,Gray,04039,"Hearts & Tails Animal Alliance is a nonprofit, foster-based rescue organization dedicated to saving homeless pets in Maine and placing them in loving homes."
466,Maine,ME,Pixie Project Maine,Rescue,pixieprojectmaine@gmail.com,,https://www.pixieprojectmaine.org,,Brunswick,04011,Pixie Project Maine is a nonprofit rescue organization focused on finding homes for special needs and overlooked animals in Maine.
467,Maine,ME,Safe Haven Humane Society,Humane Society,info@safehavenhs.org,(207) 793-4292,https://www.safehavenhs.org,1461 Main Road,Wells,04090,"Safe Haven Humane Society is a nonprofit, no-kill shelter providing care and adoption services for homeless cats and dogs in southern Maine."
468,Michigan,MI,Michigan Humane,Humane Society,info@michiganhumane.org,(866) 648-6263,https://www.michiganhumane.org,30300 Telegraph Road,Bingham Farms,48025,Changing lives of animals since 1877. Hosts pet-friendly events throughout the year across Metro Detroit.
469,Michigan,MI,Michigan Anti-Cruelty Society (MACS),Humane Society,info@macsshelter.org,(313) 891-7188,https://macsshelter.org,13569 Joseph Campau Avenue,Detroit,48212,"Make it a be kind to animals world. For many animals, MACS is their only hope."
470,Michigan,MI,Humane Society of Huron Valley,Humane Society,info@hshv.org,(734) 662-5585,https://www.hshv.org,3100 Cherry Hill Road,Ann Arbor,48105,Helps more dogs and cats than any shelter in Michigan. Open 7 days a week with no appointment necessary for walk-ins.
471,Michigan,MI,Capital Area Humane Society,Humane Society,info@cahs-lansing.org,(517) 626-6060,https://www.cahs-lansing.org,7095 West Grand River Avenue,Lansing,48906,"Nonprofit animal welfare organization. Does not receive government funding or tax dollars, not affiliated with other humane societies."
472,Michigan,MI,Humane Society of West Michigan,Humane Society,info@hswestmi.org,(616) 453-8900,https://www.hswestmi.org,3077 Wilson Drive NW,Grand Rapids,49534,Humane society serving West Michigan and the Grand Rapids area with animal rescue and adoption services.
473,Michigan,MI,Kent County Animal Shelter,Animal Control,animalcontrol@kentcountymi.gov,(616) 632-7300,https://www.kentcountymi.gov/1415/Animal-Shelter,740 Fuller Avenue NE,Grand Rapids,49503,"Provides temporary care and shelter for lost, unwanted, and abused animals. Seeks placement into responsible homes."
474,Michigan,MI,Michele's Rescue,Rescue,info@michelesrescue.com,(616) 791-1596,https://michelesrescue.com,7256 Hessler Drive NE,Rockford,49341,"501(c)(3) nonprofit started 1997. No-kill rescue taking in animals from shelters all over the country. Received $20,000 donation from LaFontaine Automotive."
475,Michigan,MI,All About Animals Rescue,Rescue,info@allaboutanimalsrescue.org,(248) 371-1348,https://allaboutanimalsrescue.org,23451 Pinewood Street,Warren,48091,"501(c)(3) dedicated to No More Homeless Pets. High-quality, high-volume spay/neuter and wellness. Locations in Auburn Hills, Detroit, Flint, and Warren."
476,Michigan,MI,SPCA of Southwest Michigan,Spca,info@spcaswmich.org,(269) 381-2287,https://www.spcaswmich.org,6955 West KL Avenue,Kalamazoo,49009,"Registered 501(c)(3) not-for-profit. Does not receive government funding. Open Mon-Fri 11am-7pm, Sat 11am-4pm."
477,Michigan,MI,Harbor Humane Society,Humane Society,info@harborhumane.org,(616) 399-2119,https://harborhumane.org,14345 Bagley Street,West Olive,49460,Humane society serving the lakeshore communities of West Michigan.
478,Michigan,MI,Cherryland Humane Society,Humane Society,info@cherrylandhumane.org,(231) 946-5116,https://cherrylandhumane.org,1750 Ahlberg Road,Traverse City,49696,Provides care for over 650 animals. Funded by profits from thrift store.
479,Michigan,MI,Fig and Friends Pet Rescue,Rescue,info@figandfriendspetrescue.org,,https://www.figandfriendspetrescue.org,,Grand Rapids,49503,501(c)(3) nonprofit pet rescue serving the Grand Rapids area.
480,Michigan,MI,Friends of Michigan Animals Rescue,Rescue,info@friendsofmichigan.org,,https://www.friendsofmichigan.org,,Detroit,48201,Animal rescue organization serving Michigan with foster-based rescue programs.
481,Michigan,MI,Cascades Humane Society,Humane Society,info@chsjackson.org,(517) 787-7387,https://chsjackson.org,1515 Carmen Drive,Jackson,49202,Humane society serving Jackson County and south central Michigan.
482,Michigan,MI,Great Lakes Dog Rescue,Rescue,info@greatlakesdogrescue.org,,https://greatlakesdogrescue.org,,Detroit,48226,Dog rescue organization serving the Great Lakes region of Michigan.
483,Minnesota,MN,Animal Humane Society,Humane Society,info@animalhumanesociety.org,(763) 522-4325,https://www.animalhumanesociety.org,845 Meadow Lane North,Golden Valley,55422,"Open admission guarantees safe refuge to every animal. In 2024, Humane Investigations impacted 8,823 animals across 80 of 87 counties. Pet food pantry distributed 30+ tons of food."
484,Minnesota,MN,Saint Paul Animal Control,Animal Control,animalcontrol@stpaul.gov,(651) 266-1100,https://www.stpaul.gov/departments/safety-inspections/animal-control/animal-shelter-services,1285 Jessamine Avenue West,St. Paul,55117,Releases most animals to approved rescue partners. Overall live release rate of 90% or higher since 2016.
485,Minnesota,MN,Minnesota Humane Society,Humane Society,info@mnhumane.org,,https://mnhumane.org,475 N Cleveland Avenue,St. Paul,55104,Humane society serving the Twin Cities and greater Minnesota area.
486,Minnesota,MN,Tri-County Humane Society,Humane Society,info@tricountyhumanesociety.org,(320) 252-0896,https://tricountyhumanesociety.org,735 8th Street NE,St. Cloud,56304,"Independent nonprofit where 100% of charitable gifts directly benefit animals. No government funding. Nearly 1,000 animals need foster care each year."
487,Minnesota,MN,Animal Allies Humane Society,Humane Society,info@animalallies.net,(218) 722-5341,https://animalallies.net,4006 Airport Road,Duluth,55811,Dedicated to a compassionate journey for pets and people in the Duluth community.
488,Minnesota,MN,Pet Haven,Rescue,info@pethavenmn.org,(952) 831-3825,https://pethavenmn.org,,Minneapolis,55426,Minnesota's oldest foster-based rescue. Every animal lives with a loving foster family until it finds its own family.
489,Minnesota,MN,Animal Ark,Rescue,info@animalarkmn.org,(763) 785-2275,https://animalarkmn.org,2600 N Industrial Boulevard,Hastings,55033,"No-kill since 1977. Embraces no-kill philosophy to rescue, rehabilitate, and rehome Minnesota's lost and homeless companion animals."
490,Minnesota,MN,Ruff Start Rescue,Rescue,info@ruffstartrescue.org,(763) 355-3981,https://ruffstartrescue.org,305 4th Street NW,Princeton,55371,"Dedicated to saving lives of animals in need. Improves animal welfare through adoption, education, and providing resources."
491,Minnesota,MN,Second Chance Animal Rescue,Rescue,info@secondchancerescue.org,(320) 252-6007,https://secondchancerescue.org,,St. Cloud,56303,"Incorporated 1994, 501(c)(3) all-volunteer organization rescuing, caring for, and adopting out homeless dogs and cats."
492,Minnesota,MN,Carver Scott Humane Society,Humane Society,info@carverscotths.org,(952) 368-3553,https://www.carverscotths.org,,Chaska,55318,Foster-based rescue. Can only save as many animals as they have foster homes available.
493,Minnesota,MN,The Bond Between,Rescue,info@thebondbetween.org,(952) 922-9252,https://www.thebondbetween.org,3705 Cedar Lake Avenue,Minneapolis,55416,"Offers Respite Foster Care for pet owners experiencing domestic violence. Provides adoption, rescue, and fostering services."
494,Minnesota,MN,Waseca County Animal Humane Society,Humane Society,info@wcahs.org,(507) 835-7747,https://wcahs.org,1306 North State Street,Waseca,56093,No-kill 501(c)(3) nonprofit organization. Dogs and cats for adoption in Minnesota.
495,Minnesota,MN,Angel of Hope Animal Rescue,Rescue,info@aohrescue.org,,http://www.aohrescue.org,,Lino Lakes,55014,501(c)(3) nonprofit dedicated to rescuing and providing loving care and vet care to animals in need.
496,Minnesota,MN,Heart of Minnesota Animal Shelter,Shelter,info@heartofminnesota.org,(320) 859-2154,https://www.heartofminnesota.org,800 SW 2nd Street,Olivia,56277,Animal shelter serving central Minnesota communities.
497,Minnesota,MN,Mesabi Humane Society,Humane Society,info@mesabihumanesociety.org,(218) 749-0513,https://mesabihumanesociety.org,505 2nd Avenue South,Virginia,55792,Humane society serving the Iron Range region of northern Minnesota.
498,Missouri,MO,Humane Society of Missouri,Humane Society,info@hsmo.org,(314) 647-8800,https://hsmo.org,1201 Macklind Avenue,St. Louis,63110,"Committed to the prevention of abuse and neglect of animals through adoption, veterinary care, rescue and rehabilitation. One of Missouri's largest humane societies."
499,Missouri,MO,KC Pet Project,Shelter,info@kcpetproject.org,(816) 683-1383,https://kcpetproject.org,4400 Raytown Road,Kansas City,64129,"Opens doors to over 16,000 animals annually. In 2024, cared for 16,028 animals with 10,436 adopted, 9,482 spay/neuter surgeries, and 1,856 lost pets reunited with families."
500,Missouri,MO,Stray Rescue of St. Louis,Rescue,info@strayrescue.org,(314) 771-6121,https://www.strayrescue.org,2320 Pine Street,St. Louis,63103,Has hundreds of wonderful dogs and cats looking for forever homes. Open daily 10AM-7PM for adoptions.
501,Missouri,MO,Open Door Animal Sanctuary,Sanctuary,info@odas.org,(636) 671-3278,https://odas.org,1400 Corporate Lake Drive,House Springs,63051,"Founded 1975, largest no-kill shelter in greater St. Louis area and State of Missouri. Takes in stray, abused, neglected and unwanted cats and dogs."
502,Missouri,MO,Humane Society of Southwest Missouri,Humane Society,info@swh.org,(417) 833-2526,https://www.swh.org,3161 W Norton Road,Springfield,65803,"Non-profit, no-kill animal shelter in Springfield that rescues dogs and cats and finds loving adoptive homes for them."
503,Missouri,MO,Central Missouri Humane Society,Humane Society,info@cmhspets.org,(573) 443-7387,https://cmhspets.org,616 Big Bear Boulevard,Columbia,65202,"Putting Pets with People since 1943. Open Mon-Fri 12-6, Sat 12-5, Sun 12-3."
504,Missouri,MO,APA Adoption Center,Rescue,info@apamo.org,(314) 645-4610,https://apamo.org,1705 South Hanley Road,St. Louis,63144,"Animal Protective Association of Missouri serves the St. Louis region for dog, cat and pet adoption, wellness, and ongoing education."
505,Missouri,MO,CARE STL,Shelter,info@icarestl.org,(314) 657-1500,https://www.icarestl.org,2801 Clark Avenue,St. Louis,63103,"Center for Animal Rescue and Enrichment is a 501(c)(3) nonprofit managing the City of St. Louis shelter, working to increase live-release rates."
506,Missouri,MO,Metro East Humane Society,Humane Society,info@mehs.org,(618) 656-4405,https://www.mehs.org,8495 State Route 143,Edwardsville,62025,"Since 1986, enriching lives of people, cats, and dogs. Saved 1,900 lives in 2024, distributed 20,000 lbs of free pet food. No-kill shelter."
507,Missouri,MO,Franklin County Humane Society,Humane Society,info@fchsmo.org,(636) 583-4300,https://fchsmo.org,1815 E Main Street,Union,63084,Where Paws and People Meet. Participates in BISSELL Pet Foundation's Empty the Shelters nationwide adoption events.
508,Missouri,MO,Northeast Missouri Humane Society,Humane Society,info@nemohumane.com,(573) 221-6331,https://www.nemohumane.com,4713 Highway 61 South,Hannibal,63401,Conducting capital campaign to continue making a difference in the lives of humans and animals in northeast Missouri.
509,Missouri,MO,Branson Humane Society,Humane Society,info@bransonhumanesociety.com,(417) 337-5433,https://bransonhumanesociety.com,1392 Bee Creek Road,Branson,65616,Serves homeless dogs and cats in Branson area. Launched Snip City in June 2025 for low-cost spay/neuter services. Operates adoption center and two thrift stores.
510,Missouri,MO,New Nodaway Humane Society,Humane Society,info@newnodawayhumanesociety.org,(660) 562-3333,https://www.newnodawayhumanesociety.org,1410 S Munn Avenue,Maryville,64468,"No-kill animal shelter giving shelter and care to lost, abused, or unwanted dogs and cats, advocating for humane treatment and reducing overpopulation."
511,Missouri,MO,Southeast Missouri Pets Adoption Center,Shelter,info@semopets.org,(573) 335-3500,https://www.semopets.org,1313 N Kingshighway,Cape Girardeau,63701,"Offers expanded humane education space with classrooms for camps, school visits, and programs promoting empathy and kindness."
512,Missouri,MO,Country Acres Rescue,Rescue,info@countryacresrescue.org,(636) 225-4888,https://countryacresrescue.org,2626 Highway N,Pacific,63069,"Receives no government funding, entirely dependent on adoption fees and charitable donations. Provides safe, secure, healthy environment for pets."
513,Missouri,MO,St. Charles County Pet Adoption Center,Animal Control,petadoption@sccmo.org,(636) 949-7387,https://www.sccmo.org/824/Pet-Adoption-Center,3000 Country Acres Lane,St. Charles,63301,"Open Admissions Shelter accepting authorized stray animals regardless of adoptability. Works with area shelters and rescue groups, has active foster parent program."
514,Mississippi,MS,Humane Society of South Mississippi,Humane Society,info@hssm.org,(228) 863-4394,https://www.hssm.org,2615 25th Avenue,Gulfport,39501,"Incorporated 1952, only open admissions shelter in South Mississippi. Cared for 5,000+ homeless pets in 2024, touches 16,000 animals in community. Countdown to Zero initiative."
515,Mississippi,MS,Southern Pines Animal Shelter,Shelter,info@southernpinesanimalshelter.org,(601) 544-6632,https://www.southernpinesanimalshelter.org,1901 N 31st Avenue,Hattiesburg,39401,"Open admission, no-kill shelter providing humane shelter, affordable spay/neuter, healthy pet services, and community education."
516,Mississippi,MS,Hub City Humane Society,Humane Society,info@hubcityhumanesociety.org,(601) 596-2206,https://hubcityhumanesociety.org,95 Jackson Road,Hattiesburg,39402,No-kill shelter with 90% adoption/placement rate. Specializes in adoptions and caring for mistreated pets with transport services across state lines.
517,Mississippi,MS,Tupelo-Lee Humane Society,Humane Society,info@tupeloleehumane.org,(662) 841-6500,https://tupeloleehumane.org,2400 S Gloster Street,Tupelo,38801,"Founded December 1979, 501(c)(3) nonprofit. Contracts with City of Tupelo and Lee County. Houses 6,000 animals per year."
518,Mississippi,MS,Pearl River County SPCA,Spca,info@prcspca.org,(601) 798-0954,https://prcspca.org,705 Veterans Boulevard,Picayune,39466,"Provides shelter, medical treatment, and adoption services. Sponsors educational services to prevent cruelty to animals."
519,Mississippi,MS,Animal A.I.D. of Mississippi,Rescue,info@animalaidms.org,,https://animalaidms.org,,Jackson,39201,"All volunteer foster-based 501(c)(3) providing care, nurturing and medical treatment for abused, neglected and abandoned dogs and cats."
520,Mississippi,MS,Mississippi Animal Rescue League (MARL),Rescue,info@msarl.org,(601) 969-1631,https://msarl.org,5221 Greenway Drive Extension,Jackson,39204,Animal rescue league serving the Jackson metro area with adoption and rescue services.
521,Mississippi,MS,St. Francis Animal Sanctuary,Sanctuary,info@stfrancisanimalsanctuary.org,(601) 366-3350,https://stfrancisanimalsanctuary.org,6250 Highway 18,Jackson,39209,Animal sanctuary serving the Jackson area providing care for animals in need.
522,Mississippi,MS,Rankin County Animal Shelter,Animal Control,animalshelter@rankincounty.org,(601) 824-2024,https://www.rankincounty.org/department/index.php?structureid=23,114 Grants Ferry Road,Brandon,39042,County animal shelter serving Rankin County near Jackson.
523,Mississippi,MS,Hancock County Animal Shelter,Animal Control,animalshelter@hancockcounty.ms.gov,(228) 467-0222,https://www.hancockcounty.ms.gov/158/Animal-Shelter,5261 Kiln-Delisle Road,Kiln,39556,"Provides temporary shelter with health screening, vaccinations, and mandatory spay/neutering of all adopted animals."
524,Mississippi,MS,New Hope Animal Rescue of Petal,Rescue,info@newhopepetal.org,,https://newhopepetal.org,,Petal,39465,Working to make a safe haven for homeless and unwanted pets in the Hattiesburg area.
525,Mississippi,MS,For Pet's Sake Rescue,Rescue,info@forpetssakerescue.org,,,,Gulfport,39501,"Committed to rescue, rehabilitate, and rehome animals along the Gulf Coast."
526,Mississippi,MS,Fixin The Coast,Nonprofit,info@fixinthecoast.org,,,,Gulfport,39501,"Mississippi 501(c)(3) nonprofit focused on feral cats through TNR (Trap, Neuter/Spay, Return)."
527,Mississippi,MS,Mississippi Coalition for Animal Protection,Nonprofit,info@mscap.org,,,,Jackson,39201,Coalition working to improve animal welfare across Mississippi.
528,Mississippi,MS,Jackson County Animal Shelter,Animal Control,animalshelter@jacksoncountyms.gov,(228) 497-1299,,,Pascagoula,39581,County animal shelter serving Jackson County on the Gulf Coast.
529,Montana,MT,Yellowstone Valley Animal Shelter,Shelter,info@yvas.org,(406) 294-7387,https://yvas.org,1735 Monad Road,Billings,59101,"501(c)(3) nonprofit opened 2009, now the largest animal shelter in Montana. Intakes over 5,000 animals annually, implementing industry best practices."
530,Montana,MT,Humane Society of Western Montana,Humane Society,info@myhswm.org,(406) 549-3934,https://myhswm.org,5930 US Highway 93 South,Missoula,59804,"501(c)(3) nonprofit providing pet adoption, low-cost veterinary care, training and behavior services. Receives no government funding."
531,Montana,MT,Lewis & Clark Humane Society,Humane Society,info@lchsmontana.org,(406) 442-1660,https://lchsmontana.org,2112 E Custer Avenue,Helena,59604,Ethically treats stray and unwanted animals. Offers programs to improve lives of rescue animals and provides shelter for pets involved in abuse cases.
532,Montana,MT,Heart of the Valley Animal Shelter,Shelter,info@heartofthevalleyshelter.org,(406) 388-9399,https://www.heartofthevalleyshelter.org,51 E Cameron Bridge Road,Bozeman,59718,No Kill Verified open admission shelter serving Gallatin and Madison Valleys. Accepts all cats and dogs regardless of condition or circumstance.
533,Montana,MT,Humane Society of Northwest Montana,Humane Society,info@humanesocietypets.com,(406) 752-0825,https://humanesocietypets.com,125 Half Moon Road,Kalispell,59901,Focused on finding caring homes for orphaned cats and dogs and ending the destruction of healthy adoptable pets in the Flathead Valley.
534,Montana,MT,Maclean-Cameron Animal Adoption Center,Shelter,info@mc-aac.org,(406) 727-7387,https://mc-aac.org,900 25th Avenue NE,Great Falls,59404,"Established 2002, 100% nonprofit running entirely on donations. Fosters caring community through shelter, animal welfare advancement, and education programs."
535,Montana,MT,City of Great Falls Animal Shelter,Animal Control,animalshelter@greatfallsmt.net,(406) 454-2276,https://greatfallsmt.net/animalshelter,1010 25th Avenue NE,Great Falls,59404,"Ensures health, safety and welfare of domesticated animals and citizens through education about responsible pet ownership. Uses rescue partners and adoption events."
536,Montana,MT,Beartooth Humane Alliance,Humane Society,info@beartoothhumane.org,(406) 446-0840,https://beartoothhumane.org,107 S Platt Avenue,Red Lodge,59068,"Serving Red Lodge community for over 15 years with adoption services, reuniting lost pets, and affordable spay/neuter programs."
537,Montana,MT,RezQ Dogs,Rescue,info@rezqdogs.org,,https://rezqdogs.org,,Havre,59501,Rescues abandoned and unwanted dogs primarily from Fort Belknap and Rocky Boy Indian Reservations in north-central Montana.
538,Montana,MT,Pet Paw-See,Rescue,info@petpawsee.org,,https://petpawsee.org,,Billings,59101,"Cat rescue focused on rescuing cats, providing medical care, educating the public, and finding forever homes."
539,Montana,MT,Paws to Peaks Rescue,Rescue,info@pawstopeaksrescue.org,,https://pawstopeaksrescue.org,,Bozeman,59715,"Adopts pointing breed dogs from shelters around Montana, provides loving care and retraining, finds rescue dogs forever homes."
540,Montana,MT,Freckles and Tomcat Rescue,Rescue,info@frecklesandtomcat.org,,,,Miles City,59301,Food co-op and no-kill shelter in southeastern Montana providing food for foster pets and shelters. 100% volunteer-run.
541,Montana,MT,Montana Pets on the Net,Nonprofit,info@montanapets.org,,http://montanapets.org,,Helena,59601,"Statewide resource to increase adoptions of Montana pets held in shelters, humane societies, and rescue groups across the state."
542,Montana,MT,Stafford Animal Shelter,Shelter,info@staffordanimalshelter.org,(406) 721-7387,https://staffordanimalshelter.org,4685 Commerce Way,Missoula,59808,Animal shelter serving the Missoula area with adoption and rescue services.
543,Montana,MT,Bitter Root Humane Association,Humane Society,info@bitterroothumane.org,(406) 363-5311,https://bitterroothumane.org,262 Fairgrounds Road,Hamilton,59840,Humane association serving the Bitter Root Valley in western Montana with animal rescue and adoption services.
544,North Carolina,NC,Humane Society of Charlotte,Humane Society,info@humanesocietyofcharlotte.org,(704) 377-0534,https://humanesocietyofcharlotte.org,2700 Toomey Avenue,Charlotte,28203,"Founded 1978, private 501(c)(3) nonprofit. Space available shelter providing low-cost spay/neuter services. Cared for 3,553 homeless animals in 2021."
545,North Carolina,NC,SPCA of Wake County,Spca,info@spcawake.org,(919) 772-2326,https://spcawake.org,200 Petfinder Lane,Raleigh,27603,"Collaborates with partners to decrease shelter intake. 4,631 pets taken in July 2021-June 2022. Among NC's largest animal welfare organizations."
546,North Carolina,NC,Asheville Humane Society,Humane Society,info@ashevillehumane.org,(828) 253-6807,https://www.ashevillehumane.org,14 Forever Friend Lane,Asheville,28806,"Only open-admission shelter in Buncombe County. Never turns away an animal in need. Finds homes for thousands annually including dogs, cats, rabbits, farm animals."
547,North Carolina,NC,Brother Wolf Animal Rescue,Rescue,info@bfrw.org,(828) 505-3440,https://brotherwolfanimalrescue.org,31 Glendale Avenue,Asheville,28803,Founded 2007 to provide resources and life-saving programs to build a No-Kill community.
548,North Carolina,NC,Animal Protection Society of Durham,Shelter,info@apsofdurham.org,(919) 560-0640,https://www.apsofdurham.org,2117 East Club Boulevard,Durham,27704,"501(c)(3) helping animals since 1970, managing Durham County Animal Shelter since 1990. Cares for nearly 5,000 stray, surrendered, abandoned animals annually."
549,North Carolina,NC,SPCA of the Triad,Spca,info@triadspca.org,(336) 375-3222,https://www.triadspca.org,3163 Hines Chapel Road,Greensboro,27405,"Supporting animals in need with adoption, clinics, and more since 1994. Serves the Triad area."
