name,ein,street,city,state,zip
KIND HEART PLACEMENT AND RESCUE SERVICES,043671730,3 HYACINTH CT,CREAM RIDGE,NJ,08514-2434
NEW ENGLAND PRIMATE SANCTUARY INC,043689776,PO BOX 23,MERRIMAC,MA,01860-0023
A PURRFECT WORLD INC,043695428,PO BOX 1907,BLOOMFIELD,NJ,07003-1907
ACVO VISION FOR ANIMALS FOUNDATION INC,043726252,14 IMPERIAL PL UNIT 201,PROVIDENCE,RI,02903-4639
FELINE URBAN RESCUE & REHAB INC,043753676,C/O R GOULD 600 AVENUE A,PHILLIPSBURG,NJ,08865-0000
PASSAIC COUNTY MOBILE SPAY NEUTER COALITION INC,043756508,1360 CLIFTON AVE,CLIFTON,NJ,07012-1453
JONES RIVER LANDING ENVIROMENTAL HERITAGE CENTER INC,043765665,55 LANDING RD,KINGSTON,MA,02364-1521
CAPE COD POLICE K-9 RELIEF FUND,043768613,PO BOX 582,SOUTH DENNIS,MA,02660-0582
WAGGYTAIL RESCUE INC,043788691,170 NORFOLK ST APT 10,NEW YORK,NY,10002-1649
NASHUA DOG OWNERS GROUP INC,043828367,PO BOX 304,NASHUA,NH,03061-0304
AMERICAN FONDOUK MAINTENANCE COMMITTEE INC,046043108,350 S HUNTINGTON AVE,BOSTON,MA,02130-4803
NUTTALL ORNITHOLOGICAL CLUB INC,046059561,84 LITTLES AVE,PEMBROKE,MA,02359-2211
BAY STATE BEAGLE CLUB INC,046062898,44 POINT ST,BERKLEY,MA,02779-1909
SALT POND AREAS BIRD SANCTUARIES INC,046125554,PO BOX 535,W FALMOUTH,MA,02574-0535
FELIX NECK WILDLIFE TRUST INC,046130259,PO BOX 2180,VINEYARD HVN,MA,02568-0917
FOREST PARK ZOOLOGICAL SOCIETY INC,046145635,PO BOX 80295,SPRINGFIELD,MA,01138-0295
MARION HORSE SHOW INC,046152191,PO BOX 400,CARVER,MA,02330-0400
BARBARA KAUFMAN CHARITABLE TR FBO LUCY MACKENZIE HUMANE SOCIETY INC,046878510,PO BOX 120,NEWPORT,VT,05855-0120
PROVIDENCE ANIMAL RESCUE LEAGUE,050262712,34 ELBOW ST,PROVIDENCE,RI,02903-4621
RHODE ISLAND SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS,050262716,155 PLAN WAY,WARWICK,RI,02886-1011
ANIMAL RESCUE LEAGUE OF SOUTHERN RHODE ISLAND,050282432,PO BOX 458,WAKEFIELD,RI,02880-0458
ROBERT POTTER LEAGUE FOR ANIMALS INC,050301553,87 OLIPHANT LN,MIDDLETOWN,RI,02842-4665
NORTH KINGSTOWN EXETER ANIMAL PROTECTION LEAGUE INC,050317567,PO BOX 83,N KINGSTOWN,RI,02852-0083
VOLUNTEER SERVICES FOR ANIMALS,050381306,PO BOX 6263,PROVIDENCE,RI,02940-6263
EAST GREENWICH ANIMAL PROTECTION LEAGUE INC,050388049,44 WORTHINGTON RD,CRANSTON,RI,02920-7940
BARRINGTON SERVICES FOR ANIMALS,050419165,30 EXCHANGE TERRACE,PROVIDENCE,RI,02903-1748
BLOCK ISLAND VOLUNTEERS FOR ANIMALS,050476444,517 CONNECTICUT AVE,BLOCK ISLAND,RI,02807-7804
ANIMALS DEPEND ON PEOPLE TOO INC,050484985,999 PIPPIN ORCHARD RD,CRANSTON,RI,02921-3227
FRIENDS OF THE NATIONAL WILDLIFE REFUGES OF RHODE ISLAND,050497506,50 BEND RD,CHARLESTOWN,RI,02813-2503
HORSE PLAY,050506340,PO BOX 305,SAUNDERSTOWN,RI,02874-0305
PAWS WATCH,050513435,PO BOX 7005,WARWICK,RI,02887-7005
RIZS PROPERTIES INC,050515627,1000 ELMWOOD AVE,PROVIDENCE,RI,02907-3655
FRIENDS OF THE WARWICK ANIMAL SHELTER,050520691,PO BOX 9285,WARWICK,RI,02889-0285
EVER AFTER MUSTANG RESCUE TRAINING AND EDUCATIONAL CENTER,050549162,463 WEST ST,BIDDEFORD,ME,04005-9581
LEONBERGER RESCUE PALS INC,050598463,14 HAZARD AVE,ENFIELD,CT,06082-3713
ANIMAL REHABILITATORS ALLIANCE INC,050613133,307 DORCHESTER DR,EGG HBR TWP,NJ,08234-7673
EAST HAMPTON GROUP FOR WILDLIFE INC,050622558,254 GARDNER HOLLOW RD,POUGHQUAG,NY,12570-5831
RHODE ISLAND ZOOLOGICAL SOCIETY,056016675,1000 ELMWOOD AVE,PROVIDENCE,RI,02907-3655
CONNECTICUT HUMANE SOCIETY,060667605,701 RUSSELL RD,NEWINGTON,CT,06111-1527
ANIMAL HAVEN INC,060735382,89 MILL RD,NORTH HAVEN,CT,06473-3447
THE CONNECTICUT RIVER SALMON ASSOCIATION INC,060938591,16 FOREST RD,WEST HARTFORD,CT,06119-1624
DANBURY ANIMAL WELFARE SOCIETY INC,060945388,147 GRASSY PLAIN ST,BETHEL,CT,06801-2806
PROTECTORS OF ANIMALS INC,060959891,144 MAIN STREET,EAST HARTFORD,CT,06118-3239
NEW FAIRFIELD SHERMAN ANIMAL WELFARE SOCIETY INCORPORATED,061008772,PO BOX 8232,NEW FAIRFIELD,CT,06812-8232
MERIDEN HUMANE SOCIETY,061026129,311 MURDOCK AVE,MERIDEN,CT,06450-8310
ADOPT A DOG INC,061045973,PO BOX 11135,GREENWICH,CT,06831-1135
GREENWICH KENNEL CLUB INC,061074344,37 PRINCES PINE RD,NORWALK,CT,06850-2210
CONNECTICUT ASSOCIATION FOR AVICULTURE INC,061099423,PO BOX 463,HARTFORD,CT,06141-0463
ANIMAL FRIENDS OF CONNECTICUT INC,061132973,29 PARK PL,NEW BRITAIN,CT,06052-1418
MEOW INC,061172761,PO BOX 999,LITCHFIELD,CT,06759-0999
STRAYS & OTHERS INC,061205549,PO BOX 473,NEW CANAAN,CT,06840-0473
HUMANE SOCIETY OF BLOOMING GROVE INC,061206151,PO BOX 226,WASHINGTONVLE,NY,10992-0226
CONNECTICUT WILDLIFE REHABILITATORS ASSOCIATION INC,061245911,PO BOX 3643,WOODBRIDGE,CT,06525-0643
MENUNKATUCK AUDUBON SOCIETY INC,061247422,PO BOX 214,GUILFORD,CT,06437-0214
SOUTHERN NEW ENGLAND BRANCH OF THE AMERICAN ASSOCIATION FOR,061265072,PO BOX 1091,GROTON,CT,06340-1091
H E L P FOR PETS INC,061288825,PO BOX 4424,DANBURY,CT,06813-4424
NEW LEASH ON LIFE INC,061320040,37 HURD ST,SHELTON,CT,06484-3468
ANIMAL ALLIANCE WELFARE LEAGUE INC,061324222,PO BOX 1775,NEW BRITAIN,CT,06050-1775
HOPE ALLIANCE FOR ANIMALS,061351051,2 ROAST MEAT HILL RD,KILLINGWORTH,CT,06419-1431
VERNON A TAIT ALL ANIMAL ADOPTION PREVENTION & RESCUE FUND INC,061364861,PO BOX 591,WESTBROOK,CT,06498-0591
FORGOTTEN FELINES INC,061368285,PO BOX 734,CLINTON,CT,06413-0734
GOSHEN HUMANE SOCIETY INC,061369813,PO BOX 37,GOSHEN,NY,10924-0037
NUTMEG PORTUGUESE WATER DOG CLUB INC,061384665,493 LITTLE CITY RD,HIGGANUM,CT,06441-4327
FERRET ASSOCIATION OF CONNECTICUT INC,061386567,14 SHERBROOKE AVE,HARTFORD,CT,06106-3838
NUGATUCK VALLEY BEAGLE CLUB,061400185,200 RIMMON HILL RD,BEACON FALLS,CT,06403-1549
CONNECTICUT NUISANCE WILDLIFE CONTROL OPERATORS ASSOCIATION INC,061409832,PO BOX 515,EAST GRANBY,CT,06026-0515
WATER N WEBS WATERBIRD REHABILITATION CENTRE INC,061423600,73 WOODHOUSE AVE,NORTHFORD,CT,06472-1637
WHITE BUFFALO INC,061431342,6B KINGS HWY,CHESTER,CT,06412-1234
THE BACKYARD BEEKEEPERS ASSOCIATION INC,061439788,PO BOX 335,REDDING RIDGE,CT,06876-0335
BARBARA SHAMPAIN FOUNDATION INC,061446951,DAY PITNEY LLP 75 ISHAM ROAD 300,WEST HARTFORD,CT,06107-0000
FRIENDS OF THE SHELTON ANIMAL SHELTER INC,061461072,2 BASKING RIDGE RD,SHELTON,CT,06484-3894
ANIMALS FOR LIFE INC,061461251,PO BOX 1481,NAUGATUCK,CT,06770-1481
GREATER NEW HAVEN CAT PROJECT INC,061463271,PO BOX 1432,NEW HAVEN,CT,06506-1432
FRIENDS OF FERAL FELINES,061470735,PO BOX 791,NIANTIC,CT,06357-0791
SEA RESEARCH FOUNDATION INC,061480300,55 COOGAN BLVD,MYSTIC,CT,06355-1927
ROSE HOPE ANIMAL RESCUE AND REFUGE INC,061486514,PO BOX 34,MERIDEN,CT,06450-0034
WEST HIGHLAND WHITE TERRIER SOCIETY OF CONNECTICUT INC,061492664,27 HARBOR RD,COLCHESTER,CT,06415-2105
WINDWALKER HUMANE COALITION WHC,061492898,190 MILL COVE RD,WARWICK,RI,02889-4714
WILD IN VERMONT INC,061495383,67 LAFOUNTAIN ST,BURLINGTON,VT,05401-4238
HAMILTON RARE BREEDS FOUNDATION INC,061497283,230 SPRUCE ST,SOUTHPORT,CT,06890-1403
TARA FARM RESCUE,061506652,670 BABCOCK HILL RD,COVENTRY,CT,06238-3404
TAILS OF JOY INC,061510801,PO BOX 1461131-0 TOLLAND TURNPIKE,MANCHESTER,CT,06045-0000
PET PALS NORTHEAST,061520447,PO BOX 64,PLAINFIELD,CT,06374-0064
CATALES INCORPORATED,061538839,PO BOX 901,MIDDLETOWN,CT,06457-0901
C A T S NORTHEAST INC,061547046,PO BOX 345,MANSFIELD CTR,CT,06250-0345
TRUMBULL ANIMAL GROUP INC,061560648,324 CHURCH HILL RD,TRUMBULL,CT,06611-3820
POODLE RESCUE CONNECTICUT INC,061568482,PO BOX 188,NAUGATUCK,CT,06770-0188
FLORAS PET PROJECT,061579595,38 FAIRVIEW AVE,NAUGATUCK,CT,06770-4033
PET PROTECTORS INC,061596269,2490 BLACK ROCK TURNPIKE 453,FAIRFIELD,CT,06825-2400
STRATFORD ANIMAL RESCUE SOCIETY,061596291,PO BOX 1372,STRATFORD,CT,06615-8762
RIDGEFIELD OPERATION FOR ANIMAL,061604963,45 SOUTH ST,RIDGEFIELD,CT,06877-4102
FRIENDS OF MANSFIELD ANIMAL SHELTER,061604991,PO BOX 95,MANSFIELD CTR,CT,06250-0095
SOUTHERN NEW ENGLAND NAVHDA CHAPTER INC,061605212,148 ORCUTTVILLE RD,STAFFORD SPGS,CT,06076-3716
TAILS,061616864,PO BOX 2277,WESTPORT,CT,06880-0277
EQUINE RESCUE RESOURCE INC,061622549,PO BOX 17,PINE BUSH,NY,12566-0017
BANDITS PLACE INC,061623650,PO BOX 44,EAST HARTLAND,CT,06027-0044
FRIENDS OF THE NEW HAVEN ANIMAL SHELTER,061626182,PO BOX 9056,NEW HAVEN,CT,06532-0056
CASTAWAY CATS INC,061629886,15 TROLLEY BRIDGE RD,SHELTON,CT,06484-5637
HORIZON WINGS,061630456,PO BOX 238,ASHFORD,CT,06278-0238
SHELTER ALLIANCE AND RESOURCES FOR ANIMALS WITH HANDICAPS INC SARAH,061632369,473 WOODLAWN AVE,STRATFORD,CT,06614-3567
OUT TO PASTURE FARM AND RESCUE INCORPORATED,061635636,PO BOX 310174,NEWINGTON,CT,06131-0174
CAIRN RESCUE USA,061660788,FDR STATION POB 6798,NEW YORK,NY,10150-0000
PUPPY LOVE PET RESCUE CORP,061669832,1201 RONY RD,UNION,NJ,07083-4974
SAVE U S PETS FOUNDATION INC,061676248,PO BOX 7961,SHREWSBURY,NJ,07702-7961
ANIMAL WELFARE PROJECT,061682731,308 LAKE DR W,CHERRY HILL,NJ,08002-1157
CENTRAL NEW YORK CAT COALITION INCORPORATED,061688749,PO BOX 6182,SYRACUSE,NY,13217-6182
SHELTER OUTREACH SERVICES,061697719,78 DODGE RD,ITHACA,NY,14850-2913
ELDERPET,061714543,PO BOX 624,DURHAM,NH,03824-0624
FOR THE LOVE OF DOG ROTTWEILER RESCUE,061761256,PO BOX 107,HILLSBOROUGH,NH,03244-0107
SOCIAL TEES ANIMAL RESCUE FOUNDATION,061818756,443 E 9TH ST STOREFRONT WEST,NEW YORK,NY,10009-0000
RUTGERS THE STATE UNIVERSITY OF NJ,061831347,1440 PARKSIDE AVE,EWING,NJ,08638-2921
RUTGERS THE STATE UNIVERSITY OF NJ,061832229,PO BOX 2900,FLEMINGTON,NJ,08822-2900
RUTGERS THE STATE UNIVERSITY OF NJ,061832233,PO BOX 2900,FLEMINGTON,NJ,08822-2900
RUTGERS THE STATE UNIVERSITY OF NJ,061832535,PO BOX 2900,FLEMINGTON,NJ,08822-2900
PET ANIMAL WELFARE SOCIETY OF CONNECTICUT,066067445,504 MAIN AVE,NORWALK,CT,06851-1038
N M ANIMAL WELFARE SOCIETY INC,066084293,8 DODD RD,NEW MILFORD,CT,06776-4402
ANIMALS IN DISTRESS INC,066085591,PO BOX 312,WILTON,CT,06897-0312
THE CETACEAN SOCIETY INTERNATIONAL INC,066183660,PO BOX 330298,WEST HARTFORD,CT,06133-0298
FRIENDS OF MISSISQUOI NATIONAL WILDLIFE REFUGE INC,100004859,29 TABOR RD,SWANTON,VT,05488-8159
NORTH SHORE ANIMAL LEAGUE AMERICA INC,111666852,750 PORT WASHINGTON BLVD,PRT WASHINGTN,NY,11050-3720
SUFFOLK OBEDIENCE TRAINING CLUB INC,112304203,7 BURNETT CT,MT SINAI,NY,11766-3404
PIONEERS FOR ANIMAL WELFARE SOCIETY INC,112407756,PO BOX 861,HICKSVILLE,NY,11802-0861
BROOKLYN AQUARIUM SOCIETY INC,112461838,ACCOUNTANT 2751 CONEY ISLAND AVE,BROOKLYN,NY,11235-0000
AMERICAN ASSOCIATION FOR LABORATORY ANIMAL SCIENCE,112518200,PO BOX 686,LEVITTOWN,NY,11756-0686
ANIMAL RESCUE FORCE INC,112549668,CO E KENDRICK 5 PINE TREE ROAD,FARMINGVILLE,NY,11738-0000
FRIENDS OF THE COLD SPRING HARBOR FISH HATCHERY INC,112563328,1660 ROUTE 25A,COLD SPG HBR,NY,11724-1500
LAST HOPE INC,112618189,PO BOX 7025,WANTAGH,NY,11793-0625
A C T ANIMALS CANT TALK INC,112632189,PO BOX 630408,LITTLE NECK,NY,11363-0408
WILDLIFE CENTER OF LONG ISLAND INC,112660135,PO BOX 484,HUNTINGTON,NY,11743-0484
LONG ISLAND VETERINARY MEDICAL ASSOCIATION INC,112661731,PO BOX 327,GARDEN CITY,NY,11530-0327
LI ZOOLOGICAL SOCIETY INC THE ANIMA L FARM,112677690,296 WADING RIVER RD,MANORVILLE,NY,11949-3433
PINES ANIMAL WELFARE SOCIETY INC,112749039,9 BELLPORT LANE,BELLPORT,NY,11713-2758
WILDLIFE CONSERVATION FUND INC C/O KASPER ENTERPRISES,112780788,PO BOX 10247,SWANZEY,NH,03446-0247
LEAGUE FOR ANIMAL PROTECTION OF HUNTINGTON INC,112839688,PO BOX 390,HUNTINGTON,NY,11743-0390
MUTTONTOWN HORSEMENS ASSOC INC,112842810,90 NEW MILL RD,SMITHTOWN,NY,11787-3350
PETS ALIVE INC,112975276,363 DERBY RD,MIDDLETOWN,NY,10940-7294
SUFFOLK COUNTY SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS,112990626,725 VETERANS MEMORIAL HWY 16,HAUPPAUGE,NY,11788-0000
HUMANE URBAN GROUP INC,112991697,PO BOX 234025,GREAT NECK,NY,11023-4025
ANIMAL REHABILITATION & RECOVERY FU ND INC,113029433,529 E BEECH ST,LONG BEACH,NY,11561-3717
THE PET SAVERS FOUNDATION INC,113131963,750 PORT WASHINGTON BLVD,PRT WASHINGTN,NY,11050-3720
PRIMATE CONSERVATION INC,113152696,C/O NOEL ROWE 1411 SHANNOCK RD,CHARLESTOWN,RI,02813-0000
BROOKLYN ANIMAL RESOURCES COALITION INC,113179166,1133 WARBURTON AVE APT PH11N,YONKERS,NY,10701-1087
CITIZENS COMMITTEE FOR ANIMAL RIGHTS INC,113193767,3326 82ND ST APT 6G,JACKSON HTS,NY,11372-1416
CITY CRITTERS INC,113194564,PO BOX 1345,NEW YORK,NY,10013-0877
FOR OUR FRIENDS INC,113208977,PO BOX 640203,OAKLAND GDNS,NY,11364-0203
SAVE THE ANIMALS RESCUE FOUNDATION INC,113215886,77 S SWEZEYTOWN RD,MIDDLE ISLAND,NY,11953-1555
ANIMAL LOVERS LEAGUE INC,113259425,13 DEASY LN,GLEN COVE,NY,11542-1400
MIGHTY MUTTS INC,113260202,PO BOX 1147,NEW YORK,NY,10276-1147
SAVE-A-PET ANIMAL RESCUE INC,113290684,608 PATCHOGUE RD,PORT JEFF STA,NY,11776-1024
SPAY ALTER VACCINATE EVERY STRAY INC,113291232,PO BOX 1631,RIVERHEAD,NY,11901-0604
A VOICE FOR ALL ANIMALS,113311202,3280 COMFORT HILL RD,WELLSBURG,NY,14894-9763
EQUINE ADVOCATES INCORPORATED,113313534,3212 ROUTE 66 1,VALATIE,NY,12184-0000
RIVERHEAD FOUNDATION FOR MARINE RESEARCH AND PRESERVATION,113343543,467 E MAIN ST,RIVERHEAD,NY,11901-2556
KISMET LEAGUE FOR ANIMAL WELFARE INC,113348787,PO BOX 5324,BAY SHORE,NY,11706-0228
WILD DOG FOUNDATION INC,113362055,PO BOX 1603,MINEOLA,NY,11501-0901
SOUTH SHORE HUMANE SOCIETY OF LONG BEACH INC,113376108,513 E PENN ST,LONG BEACH,NY,11561-3725
EVELYN ALEXANDER WILDLIFE RESCUE CENTER INC,113409551,228 W MONTAUK HWY,HAMPTON BAYS,NY,11946-3510
GARDEN CITY BIRD SANCTUARY INC,113415371,PO BOX 7507,GARDEN CITY,NY,11530-0790
SECOND CHANCE SHELTER INC,113435368,4542 41ST ST APT 4K,SUNNYSIDE,NY,11104-3420
BOBBI AND THE STRAYS INC,113444285,80-36 COOPER AVENUE,GLENDALE,NY,11385-7727
PARROT FANCIERS CLUB INC,113458655,295 53RD ST,LINDENHURST,NY,11757-1614
GRATEFUL GREYHOUNDS INC,113458976,PO BOX 1300,HUNTINGTON,NY,11743-0657
ELSAS ARK INC,113468549,28 CRYSTAL DR,EAST HAMPTON,NY,11937-2089
PEOPLE FOR THE END OF ANIMAL CRUELTY AND EXPLOITATION,113469051,197 TREESCAPE DR UNIT 7D,EAST HAMPTON,NY,11937-2150
LONG ISLAND GOLDEN RETRIEVER RESCUE INC,113479675,43 MAIN PKWY,PLAINVIEW,NY,11803-2127
ASSOCIATION FOR PET LOSS AND BEREAVEMENT INC,113486108,418 BROADWAY,ALBANY,NY,12207-2922
CAT LOVERS ASSOCIATION & WELFARE SOCIETY INC,113486834,PO BOX 247,BOHEMIA,NY,11716-0247
FRIENDS OF STRAYS INC,113499596,14783 GRAND CENTRAL PKWY APT GB,JAMAICA,NY,11435-1260
PEOPLE 4 PAWS ANIMAL RESCUE INC,113502164,31 FREEMONT RD,MONTAUK,NY,11954-5046
ROXYS SANCTUARY INC,113503081,6531 52 AVENUE,MASPETH,NY,11378-1300
SHELTER ISLAND WEBSTER FOUNDATION INC,113508283,PO BOX 467,SHELTER IS HT,NY,11965-0467
HEART AND SOUL OF LONG ISLAND INC,113511099,PO BOX 414,MANOR PARK,NY,11950-0414
SHELTER CONNECTION INC,113526416,CO PGA 3000 MARCUS AVE 3E6,LAKE SUCCESS,NY,11042-0000
FLEETS NECK PROPERTY OWNERS ASSOCIATION INC,113531315,PO BOX 554,CUTCHOGUE,NY,11935-0554
DOUBLE D BAR RANCH INC,113531941,344 WADING RIVER RD,MANORVILLE,NY,11949-3444
LONG ISLAND PARROT SOCIETY OF NEW YORK,113533162,PO BOX 2754,NORTH BABYLON,NY,11703-0754
LOVING TOUCH INC,113540117,4682 HOLLIS COURT BLVD,FLUSHING,NY,11358-3826
PARROT RESCUE INC,113542649,20 S BEDFORD AVE,ISLANDIA,NY,11749-1712
HERPDIGEST,113575123,6787 BOOTH ST APT 5B,FOREST HILLS,NY,11375-3123
COMPASSIONATE CAT RESCUE ASSOCIATES,113617160,70 SUPERIOR RD,BELLEROSE VLG,NY,11001-4125
FRANCISS FRIENDS INC,113617370,40 MACUMBER RD,PRATTSVILLE,NY,12468-7600
CAT HAVEN AND RESCUE LONG ISLAND ENDEAVOR INC,113619143,221 SE MAIN ST,DOUGLAS,MA,01516-2450
PRICELESS PARROT PRESERVE INC,113624130,3 DEER LEAP RD,RIDGE,NY,11961-2926
ST FRANCIS RAINBOW MISSION,113631831,111 COSIMO CT,PORT JEFF STA,NY,11776-2514
TOURNIQUET,113639854,PO BOX 570333,WHITESTONE,NY,11357-0333
SANDANONA HAREHOUNDS INC,113650536,PO BOX 1401,MILLBROOK,NY,12545-1401
WILDERNESS HAVEN WILDLIFE REHABILITATION CENTER INC,113653228,5073 STEWART PKWY,HAMBURG,NY,14075-5541
FRIENDS OF THE ATTLEBORO ANIMAL SHELTER INC,113692041,PO BOX 592,ATTLEBORO,MA,02703-0010
RATIONAL ANIMAL,113696257,24 DEVONSHIRE RD,BALDWIN,NY,11510-3016
BRIDGEPORT HUMANE SOCIETY INC,113698702,857 POST ROAD BOX 345,FAIRFIELD,CT,06824-6041
CAVALIER KING CHARLES SPANIEL CLUB OF SOUTHERN NEW ENGLAND,113731185,75 MAIN ST,PLAISTOW,NH,03865-3009
SOCIAL JUSTICE & ADVOCACY FOR ANIMALS & NATURE INC,113809200,PO BOX 64,HOWES CAVE,NY,12092-0064
LI KITTIES INC,113842857,PO BOX 754,SPEONK,NY,11972-0754
LITTLE SHELTER ANIMAL ADOPTION CENTER INC,116000821,33 WARNER RD,HUNTINGTON,NY,11743-5918
NORTH FORK ANIMAL WELFARE LEAGUE INC,116024590,269 PECONIC LANE,PECONIC,NY,11958-0000
NORTH SHORE WILDLIFE SANCTUARY INC,116036699,9 7TH ST,BAYVILLE,NY,11709-2430
ANIMAL HAVEN INC,116101487,200 CENTRE STREET,NEW YORK,NY,10013-3647
AMERICAN SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS,131623829,424 E 92ND ST,NEW YORK,NY,10128-6804
HUMANE SOCIETY OF NEW YORK,131624041,306 E 59TH ST,NEW YORK,NY,10022-2006
BIDEAWEE INC,131655210,3300 BELTAGH AVENUE,WANTAGH,NY,11793-3369
CENTRAL WESTCHESTER HUMANE SOCIETY INC,131734942,363 DERBY RD,MIDDLETOWN,NY,10940-7294
HUMANE SOCIETY OF WESTCHESTER INC,131740009,70 PORTMAN RD,NEW ROCHELLE,NY,10801-2111
WILDLIFE CONSERVATION SOCIETY,131740011,2300 SOUTHERN BOULEVARD ATTENTION P,BRONX,NY,10460-1068
HUDSON VALLEY HUMANE SPCA,131740025,200 QUAKER RD,POMONA,NY,10970-2928
SPCA OF WESTCHESTER INC,131740069,590 N STATE RD,BRIARCLIFF,NY,10510-1522
WESTCHESTER SHORE HUMANE SOCIETY INC,131740072,7 HARRISON AVE,HARRISON,NY,10528-4519
VIVISECTION INVESTIGATION LEAGUE,131921665,PO BOX 259,FALLS VILLAGE,CT,06031-0259
NORCROSS WILDLIFE FOUNDATION INC,132041622,PO BOX 269,WALES,MA,01081-0269
ATLANTIC SALMON FEDERATION INC,132618801,PO BOX 807,CALAIS,ME,04619-0807
NEW YORK STATE HORSE COUNCIL INC,132651687,PO BOX 424,ARKPORT,NY,14807-0424
PET ASSISTANCE INC,132856917,PO BOX 2015,NEW PRESTON,CT,06777-0015
RESTIGOUCHE ATLANTIC SALMON PRESERVATION FOUNDATION,132970237,CO EMC JR 880 3RD AVE 18TH FL,NEW YORK,NY,10022-0000
P A W S IN MANHATTAN INC,133022887,4008 CORPORAL KENNEDY ST,BAYSIDE,NY,11361-1963
FOR THE LOVE OF ANIMALS INC,133049643,PO BOX 154,BILLINGS,NY,12510-0154
WILDLIFE WATCH INC,133076705,PO BOX 562,NEW PALTZ,NY,12561-0562
THOROUGHBRED RETIREMENT FOUNDATION,133132741,112 SPRING ST STE 109,SARATOGA SPGS,NY,12866-3351
NEW YORK CITY CAT COALITION INC,133144256,100 DONIZETTI PL APT 11C,BRONX,NY,10475-2016
FORGOTTEN FELINES INC,133394305,PO BOX 430,VALHALLA,NY,10595-0430
MIANUS RIVER GORGE INC,133523329,167 MIANUS RIVER RD,BEDFORD,NY,10506-1808
FRIENDS OF READ WILDLIFE SANCTUARY INC,133575549,PO BOX 548,RYE,NY,10580-0548
SENTIENT CREATURES INC,133610731,PO BOX 765,NEW YORK,NY,10025-0765
THE YONKERS SOCIETY FOR AID LOVE PROTECTION HELP FOR ANIMALS INC,133614533,41 LASALLE DR,YONKERS,NY,10710-3111
FELINE RESCUE INC,133633763,PO BOX 500 RADIO CITY STATION,NEW YORK,NY,10019-0000
NORTH AMERICAN BUTTERFLY ASSOCIATION INC,133689481,4 DELAWARE RD,MORRISTOWN,NJ,07960-5725
LITTLE ORPHAN ANIMALS INC,133712578,PO BOX 268,PEEKSKILL,NY,10566-0268
PRECIOUS PAWS,133729574,PO BOX 454,VAILS GATE,NY,12584-0454
PLACE FOR CATS INC,133750123,PO BOX 7384,NEW YORK,NY,10150-7384
ANIMAL CARE AND CONTROL OF NEW YORK CITY INC,133788986,11 PARK PL STE 1212,NEW YORK,NY,10007-2820
PAWS TO LOVE ADOPTIONS INC,133843120,1701 MONTGOMERY AVE,BRONX,NY,10453-6802
RUSSIAN-AMERICAN SOCIETY FOR THE PROTECTION OF ANIMALS INC,133860152,511 E 78TH ST APT 2A,NEW YORK,NY,10075-1128
TUFFYS PLACE FELINE SANCTUARY,133888234,PO BOX 32,AFTON,NY,13730-0032
AMERICAN KENNEL CLUB COMPANION ANIMAL RECOVERY CORPORATION,133904402,101 PARK AVE 5TH FLOOR,NEW YORK,NY,10178-0300
GROWTH AND DEVELOPMENT SERVICES INC,133920404,PO BOX 803,SOUTH SALEM,NY,10590-0803
STATEN ISLAND COMPANION DOG TRAINING CLUB INC,133922732,75 ELLIS ST,STATEN ISLAND,NY,10307-1126
CARE ABOUT THE STRAYS INC,133967534,80 GRANDVIEW AVE,NANUET,NY,10954-2528
HUDSON RIVER AUDUBON SOCIETY OF WESTCHESTER INC,133978842,PO BOX 616,YONKERS,NY,10703-0616
NEW YORK SAVE ANIMALS IN VETERINARY EMERGENCY INC,134006186,206 WEST 80TH STREET LOWER LEVEL,NEW YORK,NY,10024-7018
CAT ASSISTANCE INC,134031153,116 EMERSON AVE,HARTSDALE,NY,10530-1350
RABBIT RESCUE AND REHAB,134055199,333 MAMARONECK AVENUE SUITE 363,WHITE PLAINS,NY,10605-1440
WOLF CONSERVATION CENTER INC,134073912,PO BOX 421,SOUTH SALEM,NY,10590-0421
N Y PET-I-CARE INC,134075468,301 EAST 22ND STREET 16-G,NEW YORK,NY,10010-4819
FIRE ISLAND WILDLIFE FOUNDATION INC,134086486,PO BOX 5324,BAY SHORE,NY,11706-0228
ANIMAL RIGHTS ENFORCEMENT CORP,134113388,1776 BROADWAY STE 1002,NEW YORK,NY,10019-2011
PAWS FOR LOVE INC,134122302,6 SHIPLEY DR,CORTLANDT MNR,NY,10567-4308
GREYHOUND RESCUE & REHABILITATION,134123718,PO BOX 572,CROSS RIVER,NY,10518-0572
NEIGHBORHOOD CATS INC,134133456,244 5TH AVE STE 2222,NEW YORK,NY,10001-7604
METROPOLITAN MALTESE RESCUE,134133547,PO BOX 286622,NEW YORK,NY,10128-0015
STRAY FROM THE HEART INC,134138589,11220 72ND DR APT B26,FOREST HILLS,NY,11375-5611
PAWS UNLIMITED FOUNDATION INC,134158705,637 MURRAY RD,KINGSTON,NY,12401-7145
P L U T O PET LOVERS UNITED TOGETHER AS ONE RESCUE OF RICHMOND,134173086,PO BOX 140889,STATEN ISLAND,NY,10314-0889
POOR ANIMALS OF SAINT FRANCES INC,134177540,4342 E TREMONT AVE,BRONX,NY,10465-3321
